user_id,total_orders,recency_days,m_proxy_value,as_of_date,R_score,F_score,M_score,RFM_Cell,rfm_segment
46304,13,58,35,2023-12-31,1,3,2,132,Average Purchaser
46305,8,0,56,2023-12-31,5,2,2,522,New / Promising
46306,28,34,276,2023-12-31,3,5,5,355,Need Attention
46307,17,7,155,2023-12-31,5,4,4,544,Champion / Loyal
46308,5,55,27,2023-12-31,1,1,1,111,Low-Value / Lost
46309,6,15,55,2023-12-31,4,2,2,422,New / Promising
46310,10,18,71,2023-12-31,4,3,3,433,Average Purchaser
46311,5,31,41,2023-12-31,3,1,2,312,Average Purchaser
46312,6,15,41,2023-12-31,4,2,2,422,New / Promising
46313,4,17,27,2023-12-31,4,1,1,411,New / Promising
46314,4,57,25,2023-12-31,1,1,1,111,Low-Value / Lost
46315,4,5,31,2023-12-31,5,1,1,511,New / Promising
46316,21,29,444,2023-12-31,3,4,5,345,Need Attention
46317,12,11,132,2023-12-31,5,3,4,534,Average Purchaser
46318,18,14,99,2023-12-31,4,4,3,443,Average Purchaser
46319,11,56,147,2023-12-31,1,3,4,134,High-Value At-Risk
46320,75,30,192,2023-12-31,3,5,4,354,Need Attention
46321,78,47,693,2023-12-31,2,5,5,255,High-Value At-Risk
46322,70,0,707,2023-12-31,5,5,5,555,Champion / Loyal
46323,5,49,10,2023-12-31,1,1,1,111,Low-Value / Lost
46324,38,19,155,2023-12-31,4,5,4,454,Champion / Loyal
46325,20,25,433,2023-12-31,3,4,5,345,Need Attention
46326,8,27,52,2023-12-31,3,2,2,322,Average Purchaser
46327,5,56,96,2023-12-31,1,1,3,113,Average Purchaser
46328,75,15,357,2023-12-31,4,5,5,455,Champion / Loyal
46329,5,44,24,2023-12-31,2,1,1,211,Low-Value / Lost
46330,28,57,59,2023-12-31,1,5,2,152,High-Value At-Risk
46331,8,49,45,2023-12-31,1,2,2,122,Low-Value / Lost
46332,29,14,190,2023-12-31,4,5,4,454,Champion / Loyal
46333,4,27,39,2023-12-31,3,1,2,312,Average Purchaser
46334,7,53,52,2023-12-31,1,2,2,122,Low-Value / Lost
46335,20,4,80,2023-12-31,5,4,3,543,Average Purchaser
46336,19,3,296,2023-12-31,5,4,5,545,Champion / Loyal
46337,9,57,116,2023-12-31,1,3,4,134,High-Value At-Risk
46338,7,38,47,2023-12-31,2,2,2,222,Low-Value / Lost
46339,23,49,139,2023-12-31,1,4,4,144,High-Value At-Risk
46340,5,40,20,2023-12-31,2,1,1,211,Low-Value / Lost
46341,27,25,104,2023-12-31,3,5,3,353,Need Attention
46342,25,58,106,2023-12-31,1,5,3,153,High-Value At-Risk
46343,5,5,66,2023-12-31,5,1,3,513,New / Promising
46344,22,0,41,2023-12-31,5,4,2,542,Average Purchaser
46345,40,4,788,2023-12-31,5,5,5,555,Champion / Loyal
46346,17,32,134,2023-12-31,3,4,4,344,Need Attention
46347,23,37,213,2023-12-31,2,4,4,244,High-Value At-Risk
46348,20,36,93,2023-12-31,3,4,3,343,Need Attention
46349,15,16,196,2023-12-31,4,4,4,444,Champion / Loyal
46350,9,16,40,2023-12-31,4,3,2,432,Average Purchaser
46351,13,36,148,2023-12-31,3,3,4,334,Need Attention
46352,4,31,27,2023-12-31,3,1,1,311,Average Purchaser
46353,4,26,102,2023-12-31,3,1,3,313,Need Attention
46354,35,33,366,2023-12-31,3,5,5,355,Need Attention
46355,6,53,39,2023-12-31,1,2,2,122,Low-Value / Lost
46356,67,9,948,2023-12-31,5,5,5,555,Champion / Loyal
46357,18,58,319,2023-12-31,1,4,5,145,High-Value At-Risk
46358,10,29,37,2023-12-31,3,3,2,332,Need Attention
46359,10,12,143,2023-12-31,5,3,4,534,Average Purchaser
46360,7,0,218,2023-12-31,5,2,4,524,New / Promising
46361,10,46,91,2023-12-31,2,3,3,233,Average Purchaser
46362,4,10,16,2023-12-31,5,1,1,511,New / Promising
46363,60,21,703,2023-12-31,4,5,5,455,Champion / Loyal
46364,5,29,61,2023-12-31,3,1,2,312,Average Purchaser
46365,8,50,17,2023-12-31,1,2,1,121,Low-Value / Lost
46366,9,1,13,2023-12-31,5,3,1,531,Average Purchaser
46367,12,56,234,2023-12-31,1,3,5,135,High-Value At-Risk
46368,7,18,67,2023-12-31,4,2,3,423,New / Promising
46369,6,51,32,2023-12-31,1,2,1,121,Low-Value / Lost
46370,4,7,47,2023-12-31,5,1,2,512,New / Promising
46371,10,6,92,2023-12-31,5,3,3,533,Average Purchaser
46372,12,17,66,2023-12-31,4,3,3,433,Average Purchaser
46373,5,27,67,2023-12-31,3,1,3,313,Need Attention
46374,20,15,183,2023-12-31,4,4,4,444,Champion / Loyal
46375,56,15,347,2023-12-31,4,5,5,455,Champion / Loyal
46376,20,43,268,2023-12-31,2,4,5,245,High-Value At-Risk
46377,27,8,154,2023-12-31,5,5,4,554,Champion / Loyal
46378,8,43,14,2023-12-31,2,2,1,221,Low-Value / Lost
46379,24,58,157,2023-12-31,1,4,4,144,High-Value At-Risk
46380,4,27,20,2023-12-31,3,1,1,311,Average Purchaser
46381,4,59,33,2023-12-31,1,1,2,112,Low-Value / Lost
46382,12,23,92,2023-12-31,4,3,3,433,Average Purchaser
46383,13,54,86,2023-12-31,1,3,3,133,Average Purchaser
46384,36,30,106,2023-12-31,3,5,3,353,Need Attention
46385,58,50,620,2023-12-31,1,5,5,155,High-Value At-Risk
46386,7,24,19,2023-12-31,4,2,1,421,New / Promising
46387,10,56,103,2023-12-31,1,3,3,133,Average Purchaser
46388,16,8,290,2023-12-31,5,4,5,545,Champion / Loyal
46389,10,52,102,2023-12-31,1,3,3,133,Average Purchaser
46390,4,52,5,2023-12-31,1,1,1,111,Low-Value / Lost
46391,5,35,139,2023-12-31,3,1,4,314,Need Attention
46392,11,48,66,2023-12-31,2,3,3,233,Average Purchaser
46393,25,44,628,2023-12-31,2,5,5,255,High-Value At-Risk
46394,8,56,45,2023-12-31,1,2,2,122,Low-Value / Lost
46395,8,24,48,2023-12-31,4,2,2,422,New / Promising
46396,8,55,117,2023-12-31,1,2,4,124,High-Value At-Risk
46397,31,59,154,2023-12-31,1,5,4,154,High-Value At-Risk
46398,5,53,37,2023-12-31,1,1,2,112,Low-Value / Lost
46399,13,5,140,2023-12-31,5,3,4,534,Average Purchaser
46400,20,6,205,2023-12-31,5,4,4,544,Champion / Loyal
46401,16,8,200,2023-12-31,5,4,4,544,Champion / Loyal
46402,57,9,422,2023-12-31,5,5,5,555,Champion / Loyal
46403,5,34,10,2023-12-31,3,1,1,311,Average Purchaser
46404,35,41,264,2023-12-31,2,5,5,255,High-Value At-Risk
46405,4,42,12,2023-12-31,2,1,1,211,Low-Value / Lost
46406,15,0,277,2023-12-31,5,4,5,545,Champion / Loyal
46407,8,25,53,2023-12-31,3,2,2,322,Average Purchaser
46408,100,24,757,2023-12-31,4,5,5,455,Champion / Loyal
46409,26,16,211,2023-12-31,4,5,4,454,Champion / Loyal
46410,12,1,124,2023-12-31,5,3,4,534,Average Purchaser
46411,29,19,112,2023-12-31,4,5,3,453,Average Purchaser
46412,68,46,936,2023-12-31,2,5,5,255,High-Value At-Risk
46413,4,47,31,2023-12-31,2,1,1,211,Low-Value / Lost
46414,4,34,36,2023-12-31,3,1,2,312,Average Purchaser
46415,8,3,16,2023-12-31,5,2,1,521,New / Promising
46416,19,26,236,2023-12-31,3,4,5,345,Need Attention
46417,21,7,308,2023-12-31,5,4,5,545,Champion / Loyal
46418,4,50,32,2023-12-31,1,1,1,111,Low-Value / Lost
46419,54,32,222,2023-12-31,3,5,4,354,Need Attention
46420,10,35,23,2023-12-31,3,3,1,331,Need Attention
46421,8,8,37,2023-12-31,5,2,2,522,New / Promising
46422,5,19,96,2023-12-31,4,1,3,413,New / Promising
46423,19,12,181,2023-12-31,5,4,4,544,Champion / Loyal
46424,5,46,57,2023-12-31,2,1,2,212,Low-Value / Lost
46425,10,56,57,2023-12-31,1,3,2,132,Average Purchaser
46426,4,6,30,2023-12-31,5,1,1,511,New / Promising
46427,10,40,52,2023-12-31,2,3,2,232,Average Purchaser
46428,8,41,112,2023-12-31,2,2,3,223,Average Purchaser
46429,13,31,142,2023-12-31,3,3,4,334,Need Attention
46430,4,5,37,2023-12-31,5,1,2,512,New / Promising
46431,44,55,327,2023-12-31,1,5,5,155,High-Value At-Risk
46432,5,14,42,2023-12-31,4,1,2,412,New / Promising
46433,20,16,230,2023-12-31,4,4,4,444,Champion / Loyal
46434,11,24,76,2023-12-31,4,3,3,433,Average Purchaser
46435,13,20,121,2023-12-31,4,3,4,434,Average Purchaser
46436,5,35,14,2023-12-31,3,1,1,311,Average Purchaser
46437,19,46,212,2023-12-31,2,4,4,244,High-Value At-Risk
46438,9,36,34,2023-12-31,3,3,2,332,Need Attention
46439,29,52,303,2023-12-31,1,5,5,155,High-Value At-Risk
46440,4,1,19,2023-12-31,5,1,1,511,New / Promising
46441,4,4,22,2023-12-31,5,1,1,511,New / Promising
46442,4,45,27,2023-12-31,2,1,1,211,Low-Value / Lost
46443,21,25,182,2023-12-31,3,4,4,344,Need Attention
46444,4,48,11,2023-12-31,2,1,1,211,Low-Value / Lost
46445,5,13,29,2023-12-31,4,1,1,411,New / Promising
46446,11,9,175,2023-12-31,5,3,4,534,Average Purchaser
46447,33,38,288,2023-12-31,2,5,5,255,High-Value At-Risk
46448,5,2,31,2023-12-31,5,1,1,511,New / Promising
46449,7,41,50,2023-12-31,2,2,2,222,Low-Value / Lost
46450,27,35,231,2023-12-31,3,5,5,355,Need Attention
46451,21,48,776,2023-12-31,2,4,5,245,High-Value At-Risk
46452,4,15,54,2023-12-31,4,1,2,412,New / Promising
46453,9,18,64,2023-12-31,4,3,3,433,Average Purchaser
46454,15,29,89,2023-12-31,3,4,3,343,Need Attention
46455,32,24,519,2023-12-31,4,5,5,455,Champion / Loyal
46456,10,51,100,2023-12-31,1,3,3,133,Average Purchaser
46457,35,47,456,2023-12-31,2,5,5,255,High-Value At-Risk
46458,6,44,8,2023-12-31,2,2,1,221,Low-Value / Lost
46459,19,14,222,2023-12-31,4,4,4,444,Champion / Loyal
46460,6,43,29,2023-12-31,2,2,1,221,Low-Value / Lost
46461,5,41,47,2023-12-31,2,1,2,212,Low-Value / Lost
46462,13,46,94,2023-12-31,2,3,3,233,Average Purchaser
46463,14,0,157,2023-12-31,5,4,4,544,Champion / Loyal
46464,5,10,19,2023-12-31,5,1,1,511,New / Promising
46465,4,35,25,2023-12-31,3,1,1,311,Average Purchaser
46466,25,14,627,2023-12-31,4,5,5,455,Champion / Loyal
46467,10,41,46,2023-12-31,2,3,2,232,Average Purchaser
46468,22,53,184,2023-12-31,1,4,4,144,High-Value At-Risk
46469,10,15,100,2023-12-31,4,3,3,433,Average Purchaser
46470,8,7,55,2023-12-31,5,2,2,522,New / Promising
46471,4,0,10,2023-12-31,5,1,1,511,New / Promising
46472,5,12,20,2023-12-31,5,1,1,511,New / Promising
46473,20,17,114,2023-12-31,4,4,4,444,Champion / Loyal
46474,5,34,25,2023-12-31,3,1,1,311,Average Purchaser
46475,19,50,162,2023-12-31,1,4,4,144,High-Value At-Risk
46476,8,3,89,2023-12-31,5,2,3,523,New / Promising
46477,7,36,54,2023-12-31,3,2,2,322,Average Purchaser
46478,22,48,377,2023-12-31,2,4,5,245,High-Value At-Risk
46479,40,35,823,2023-12-31,3,5,5,355,Need Attention
46480,18,40,181,2023-12-31,2,4,4,244,High-Value At-Risk
46481,12,45,150,2023-12-31,2,3,4,234,High-Value At-Risk
46482,13,41,122,2023-12-31,2,3,4,234,High-Value At-Risk
46483,14,30,25,2023-12-31,3,4,1,341,Need Attention
46484,8,6,62,2023-12-31,5,2,2,522,New / Promising
46485,37,1,274,2023-12-31,5,5,5,555,Champion / Loyal
46486,4,48,25,2023-12-31,2,1,1,211,Low-Value / Lost
46487,5,16,11,2023-12-31,4,1,1,411,New / Promising
46488,11,16,59,2023-12-31,4,3,2,432,Average Purchaser
46489,26,11,210,2023-12-31,5,5,4,554,Champion / Loyal
46490,17,23,122,2023-12-31,4,4,4,444,Champion / Loyal
46491,10,4,32,2023-12-31,5,3,1,531,Average Purchaser
46492,5,58,36,2023-12-31,1,1,2,112,Low-Value / Lost
46493,6,53,82,2023-12-31,1,2,3,123,Average Purchaser
46494,7,31,88,2023-12-31,3,2,3,323,Need Attention
46495,16,31,162,2023-12-31,3,4,4,344,Need Attention
46496,32,40,247,2023-12-31,2,5,5,255,High-Value At-Risk
46497,8,40,48,2023-12-31,2,2,2,222,Low-Value / Lost
46498,4,28,3,2023-12-31,3,1,1,311,Average Purchaser
46499,6,26,19,2023-12-31,3,2,1,321,Average Purchaser
46500,13,23,178,2023-12-31,4,3,4,434,Average Purchaser
46501,4,53,40,2023-12-31,1,1,2,112,Low-Value / Lost
46502,12,57,14,2023-12-31,1,3,1,131,Average Purchaser
46503,9,3,150,2023-12-31,5,3,4,534,Average Purchaser
46504,5,16,37,2023-12-31,4,1,2,412,New / Promising
46505,4,14,53,2023-12-31,4,1,2,412,New / Promising
46506,14,27,331,2023-12-31,3,4,5,345,Need Attention
46507,19,10,129,2023-12-31,5,4,4,544,Champion / Loyal
46508,15,50,202,2023-12-31,1,4,4,144,High-Value At-Risk
46509,11,26,55,2023-12-31,3,3,2,332,Need Attention
46510,7,1,66,2023-12-31,5,2,3,523,New / Promising
46511,33,56,411,2023-12-31,1,5,5,155,High-Value At-Risk
46512,4,33,47,2023-12-31,3,1,2,312,Average Purchaser
46513,22,40,172,2023-12-31,2,4,4,244,High-Value At-Risk
46514,63,19,1315,2023-12-31,4,5,5,455,Champion / Loyal
46515,13,29,216,2023-12-31,3,3,4,334,Need Attention
46516,20,39,192,2023-12-31,2,4,4,244,High-Value At-Risk
46517,4,4,25,2023-12-31,5,1,1,511,New / Promising
46518,97,3,584,2023-12-31,5,5,5,555,Champion / Loyal
46519,4,36,28,2023-12-31,3,1,1,311,Average Purchaser
46520,22,56,460,2023-12-31,1,4,5,145,High-Value At-Risk
46521,28,28,141,2023-12-31,3,5,4,354,Need Attention
46522,6,19,22,2023-12-31,4,2,1,421,New / Promising
46523,4,47,22,2023-12-31,2,1,1,211,Low-Value / Lost
46524,29,54,266,2023-12-31,1,5,5,155,High-Value At-Risk
46525,9,23,28,2023-12-31,4,3,1,431,Average Purchaser
46526,5,59,30,2023-12-31,1,1,1,111,Low-Value / Lost
46527,45,45,304,2023-12-31,2,5,5,255,High-Value At-Risk
46528,7,55,100,2023-12-31,1,2,3,123,Average Purchaser
46529,33,2,659,2023-12-31,5,5,5,555,Champion / Loyal
46530,9,5,192,2023-12-31,5,3,4,534,Average Purchaser
46531,18,52,309,2023-12-31,1,4,5,145,High-Value At-Risk
46532,4,32,7,2023-12-31,3,1,1,311,Average Purchaser
46533,4,25,59,2023-12-31,3,1,2,312,Average Purchaser
46534,13,12,58,2023-12-31,5,3,2,532,Average Purchaser
46535,35,43,501,2023-12-31,2,5,5,255,High-Value At-Risk
46536,7,38,69,2023-12-31,2,2,3,223,Average Purchaser
46537,5,56,20,2023-12-31,1,1,1,111,Low-Value / Lost
46538,9,25,137,2023-12-31,3,3,4,334,Need Attention
46539,27,44,233,2023-12-31,2,5,5,255,High-Value At-Risk
46540,6,1,23,2023-12-31,5,2,1,521,New / Promising
46541,12,35,52,2023-12-31,3,3,2,332,Need Attention
46542,4,50,15,2023-12-31,1,1,1,111,Low-Value / Lost
46543,7,35,113,2023-12-31,3,2,3,323,Need Attention
46544,7,55,107,2023-12-31,1,2,3,123,Average Purchaser
46545,6,31,20,2023-12-31,3,2,1,321,Average Purchaser
46546,25,31,116,2023-12-31,3,5,4,354,Need Attention
46547,10,44,54,2023-12-31,2,3,2,232,Average Purchaser
46548,4,40,14,2023-12-31,2,1,1,211,Low-Value / Lost
46549,64,21,732,2023-12-31,4,5,5,455,Champion / Loyal
46550,6,17,87,2023-12-31,4,2,3,423,New / Promising
46551,6,26,7,2023-12-31,3,2,1,321,Average Purchaser
46552,10,59,79,2023-12-31,1,3,3,133,Average Purchaser
46553,10,57,61,2023-12-31,1,3,2,132,Average Purchaser
46554,20,57,236,2023-12-31,1,4,5,145,High-Value At-Risk
46555,4,50,52,2023-12-31,1,1,2,112,Low-Value / Lost
46556,5,13,19,2023-12-31,4,1,1,411,New / Promising
46557,5,56,14,2023-12-31,1,1,1,111,Low-Value / Lost
46558,8,39,58,2023-12-31,2,2,2,222,Low-Value / Lost
46559,8,31,21,2023-12-31,3,2,1,321,Average Purchaser
46560,18,40,85,2023-12-31,2,4,3,243,High-Value At-Risk
46561,6,5,49,2023-12-31,5,2,2,522,New / Promising
46562,35,12,446,2023-12-31,5,5,5,555,Champion / Loyal
46563,32,26,353,2023-12-31,3,5,5,355,Need Attention
46564,19,11,108,2023-12-31,5,4,3,543,Average Purchaser
46565,12,56,170,2023-12-31,1,3,4,134,High-Value At-Risk
46566,24,46,245,2023-12-31,2,4,5,245,High-Value At-Risk
46567,25,52,176,2023-12-31,1,5,4,154,High-Value At-Risk
46568,5,24,38,2023-12-31,4,1,2,412,New / Promising
46569,13,16,315,2023-12-31,4,3,5,435,Average Purchaser
46570,20,34,184,2023-12-31,3,4,4,344,Need Attention
46571,5,4,5,2023-12-31,5,1,1,511,New / Promising
46572,11,7,194,2023-12-31,5,3,4,534,Average Purchaser
46573,11,59,68,2023-12-31,1,3,3,133,Average Purchaser
46574,8,9,25,2023-12-31,5,2,1,521,New / Promising
46575,8,43,56,2023-12-31,2,2,2,222,Low-Value / Lost
46576,47,36,658,2023-12-31,3,5,5,355,Need Attention
46577,16,20,56,2023-12-31,4,4,2,442,Average Purchaser
46578,6,30,109,2023-12-31,3,2,3,323,Need Attention
46579,9,6,21,2023-12-31,5,3,1,531,Average Purchaser
46580,6,0,35,2023-12-31,5,2,2,522,New / Promising
46581,5,54,25,2023-12-31,1,1,1,111,Low-Value / Lost
46582,7,6,25,2023-12-31,5,2,1,521,New / Promising
46583,12,48,50,2023-12-31,2,3,2,232,Average Purchaser
46584,10,20,103,2023-12-31,4,3,3,433,Average Purchaser
46585,4,57,40,2023-12-31,1,1,2,112,Low-Value / Lost
46586,12,10,104,2023-12-31,5,3,3,533,Average Purchaser
46587,4,47,10,2023-12-31,2,1,1,211,Low-Value / Lost
46588,19,38,66,2023-12-31,2,4,3,243,High-Value At-Risk
46589,9,53,170,2023-12-31,1,3,4,134,High-Value At-Risk
46590,11,2,86,2023-12-31,5,3,3,533,Average Purchaser
46591,4,42,40,2023-12-31,2,1,2,212,Low-Value / Lost
46592,27,9,76,2023-12-31,5,5,3,553,Average Purchaser
46593,41,42,77,2023-12-31,2,5,3,253,High-Value At-Risk
46594,14,9,299,2023-12-31,5,4,5,545,Champion / Loyal
46595,4,4,32,2023-12-31,5,1,1,511,New / Promising
46596,11,5,82,2023-12-31,5,3,3,533,Average Purchaser
46597,39,26,44,2023-12-31,3,5,2,352,Need Attention
46598,14,30,80,2023-12-31,3,4,3,343,Need Attention
46599,19,3,101,2023-12-31,5,4,3,543,Average Purchaser
46600,9,10,61,2023-12-31,5,3,2,532,Average Purchaser
46601,4,4,7,2023-12-31,5,1,1,511,New / Promising
46602,4,3,23,2023-12-31,5,1,1,511,New / Promising
46603,5,44,24,2023-12-31,2,1,1,211,Low-Value / Lost
46604,7,42,71,2023-12-31,2,2,3,223,Average Purchaser
46605,16,11,456,2023-12-31,5,4,5,545,Champion / Loyal
46606,17,57,127,2023-12-31,1,4,4,144,High-Value At-Risk
46607,55,7,241,2023-12-31,5,5,5,555,Champion / Loyal
46608,5,10,17,2023-12-31,5,1,1,511,New / Promising
46609,14,2,131,2023-12-31,5,4,4,544,Champion / Loyal
46610,7,30,42,2023-12-31,3,2,2,322,Average Purchaser
46611,23,15,237,2023-12-31,4,4,5,445,Champion / Loyal
46612,4,54,55,2023-12-31,1,1,2,112,Low-Value / Lost
46613,16,34,75,2023-12-31,3,4,3,343,Need Attention
46614,10,31,117,2023-12-31,3,3,4,334,Need Attention
46615,14,57,115,2023-12-31,1,4,4,144,High-Value At-Risk
46616,5,7,10,2023-12-31,5,1,1,511,New / Promising
46617,20,7,182,2023-12-31,5,4,4,544,Champion / Loyal
46618,8,56,122,2023-12-31,1,2,4,124,High-Value At-Risk
46619,7,10,31,2023-12-31,5,2,1,521,New / Promising
46620,7,18,58,2023-12-31,4,2,2,422,New / Promising
46621,46,59,422,2023-12-31,1,5,5,155,High-Value At-Risk
46622,67,52,520,2023-12-31,1,5,5,155,High-Value At-Risk
46623,7,42,57,2023-12-31,2,2,2,222,Low-Value / Lost
46624,23,16,239,2023-12-31,4,4,5,445,Champion / Loyal
46625,6,21,20,2023-12-31,4,2,1,421,New / Promising
46626,4,50,11,2023-12-31,1,1,1,111,Low-Value / Lost
46627,11,54,26,2023-12-31,1,3,1,131,Average Purchaser
46628,15,0,76,2023-12-31,5,4,3,543,Average Purchaser
46629,31,29,276,2023-12-31,3,5,5,355,Need Attention
46630,8,9,63,2023-12-31,5,2,3,523,New / Promising
46631,9,5,87,2023-12-31,5,3,3,533,Average Purchaser
46632,23,2,247,2023-12-31,5,4,5,545,Champion / Loyal
46633,12,30,82,2023-12-31,3,3,3,333,Need Attention
46634,40,5,545,2023-12-31,5,5,5,555,Champion / Loyal
46635,11,57,136,2023-12-31,1,3,4,134,High-Value At-Risk
46636,14,25,53,2023-12-31,3,4,2,342,Need Attention
46637,4,54,23,2023-12-31,1,1,1,111,Low-Value / Lost
46638,4,17,9,2023-12-31,4,1,1,411,New / Promising
46639,11,56,51,2023-12-31,1,3,2,132,Average Purchaser
46640,31,50,464,2023-12-31,1,5,5,155,High-Value At-Risk
46641,5,55,29,2023-12-31,1,1,1,111,Low-Value / Lost
46642,9,48,132,2023-12-31,2,3,4,234,High-Value At-Risk
46643,15,47,85,2023-12-31,2,4,3,243,High-Value At-Risk
46644,9,34,38,2023-12-31,3,3,2,332,Need Attention
46645,8,36,67,2023-12-31,3,2,3,323,Need Attention
46646,10,55,71,2023-12-31,1,3,3,133,Average Purchaser
46647,4,53,24,2023-12-31,1,1,1,111,Low-Value / Lost
46648,13,48,38,2023-12-31,2,3,2,232,Average Purchaser
46649,6,4,63,2023-12-31,5,2,3,523,New / Promising
46650,5,20,31,2023-12-31,4,1,1,411,New / Promising
46651,5,18,103,2023-12-31,4,1,3,413,New / Promising
46652,8,42,82,2023-12-31,2,2,3,223,Average Purchaser
46653,7,5,58,2023-12-31,5,2,2,522,New / Promising
46654,54,2,477,2023-12-31,5,5,5,555,Champion / Loyal
46655,4,44,22,2023-12-31,2,1,1,211,Low-Value / Lost
46656,15,2,168,2023-12-31,5,4,4,544,Champion / Loyal
46657,43,4,275,2023-12-31,5,5,5,555,Champion / Loyal
46658,50,33,438,2023-12-31,3,5,5,355,Need Attention
46659,9,29,12,2023-12-31,3,3,1,331,Need Attention
46660,9,11,65,2023-12-31,5,3,3,533,Average Purchaser
46661,10,21,136,2023-12-31,4,3,4,434,Average Purchaser
46662,11,16,121,2023-12-31,4,3,4,434,Average Purchaser
46663,7,0,51,2023-12-31,5,2,2,522,New / Promising
46664,35,54,535,2023-12-31,1,5,5,155,High-Value At-Risk
46665,15,2,54,2023-12-31,5,4,2,542,Average Purchaser
46666,4,45,7,2023-12-31,2,1,1,211,Low-Value / Lost
46667,4,38,11,2023-12-31,2,1,1,211,Low-Value / Lost
46668,5,14,35,2023-12-31,4,1,2,412,New / Promising
46669,9,33,36,2023-12-31,3,3,2,332,Need Attention
46670,8,18,114,2023-12-31,4,2,4,424,New / Promising
46671,20,54,142,2023-12-31,1,4,4,144,High-Value At-Risk
46672,6,18,74,2023-12-31,4,2,3,423,New / Promising
46673,25,44,71,2023-12-31,2,5,3,253,High-Value At-Risk
46674,11,58,114,2023-12-31,1,3,4,134,High-Value At-Risk
46675,10,42,106,2023-12-31,2,3,3,233,Average Purchaser
46676,61,56,399,2023-12-31,1,5,5,155,High-Value At-Risk
46677,6,29,31,2023-12-31,3,2,1,321,Average Purchaser
46678,18,43,173,2023-12-31,2,4,4,244,High-Value At-Risk
46679,17,57,52,2023-12-31,1,4,2,142,High-Value At-Risk
46680,9,34,14,2023-12-31,3,3,1,331,Need Attention
46681,7,18,87,2023-12-31,4,2,3,423,New / Promising
46682,22,10,307,2023-12-31,5,4,5,545,Champion / Loyal
46683,30,21,322,2023-12-31,4,5,5,455,Champion / Loyal
46684,26,23,284,2023-12-31,4,5,5,455,Champion / Loyal
46685,44,49,1054,2023-12-31,1,5,5,155,High-Value At-Risk
46686,18,33,222,2023-12-31,3,4,4,344,Need Attention
46687,5,5,4,2023-12-31,5,1,1,511,New / Promising
46688,14,37,156,2023-12-31,2,4,4,244,High-Value At-Risk
46689,5,3,74,2023-12-31,5,1,3,513,New / Promising
46690,4,40,23,2023-12-31,2,1,1,211,Low-Value / Lost
46691,65,4,961,2023-12-31,5,5,5,555,Champion / Loyal
46692,25,47,300,2023-12-31,2,5,5,255,High-Value At-Risk
46693,4,38,14,2023-12-31,2,1,1,211,Low-Value / Lost
46694,5,29,60,2023-12-31,3,1,2,312,Average Purchaser
46695,19,7,450,2023-12-31,5,4,5,545,Champion / Loyal
46696,13,28,140,2023-12-31,3,3,4,334,Need Attention
46697,15,44,39,2023-12-31,2,4,2,242,High-Value At-Risk
46698,4,30,15,2023-12-31,3,1,1,311,Average Purchaser
46699,42,23,741,2023-12-31,4,5,5,455,Champion / Loyal
46700,6,53,44,2023-12-31,1,2,2,122,Low-Value / Lost
46701,63,18,343,2023-12-31,4,5,5,455,Champion / Loyal
46702,4,34,42,2023-12-31,3,1,2,312,Average Purchaser
46703,24,13,230,2023-12-31,4,4,4,444,Champion / Loyal
46704,5,5,11,2023-12-31,5,1,1,511,New / Promising
46705,48,0,519,2023-12-31,5,5,5,555,Champion / Loyal
46706,6,37,76,2023-12-31,2,2,3,223,Average Purchaser
46707,7,33,127,2023-12-31,3,2,4,324,Need Attention
46708,44,40,261,2023-12-31,2,5,5,255,High-Value At-Risk
46709,26,46,156,2023-12-31,2,5,4,254,High-Value At-Risk
46710,24,11,475,2023-12-31,5,4,5,545,Champion / Loyal
46711,16,53,16,2023-12-31,1,4,1,141,High-Value At-Risk
46712,11,19,168,2023-12-31,4,3,4,434,Average Purchaser
46713,4,44,4,2023-12-31,2,1,1,211,Low-Value / Lost
46714,4,55,16,2023-12-31,1,1,1,111,Low-Value / Lost
46715,10,49,131,2023-12-31,1,3,4,134,High-Value At-Risk
46716,10,35,146,2023-12-31,3,3,4,334,Need Attention
46717,23,15,251,2023-12-31,4,4,5,445,Champion / Loyal
46718,8,35,58,2023-12-31,3,2,2,322,Average Purchaser
46719,9,55,45,2023-12-31,1,3,2,132,Average Purchaser
46720,4,39,11,2023-12-31,2,1,1,211,Low-Value / Lost
46721,6,25,14,2023-12-31,3,2,1,321,Average Purchaser
